Subject,Topic,Paper Number,Question,Option A,Option B,Option C,Option D,Correct Answer,Explanation,Difficulty,Reference Book
Anatomy,Ureteric Relations,1,Which anatomical landmark is crucial for identifying Ureteric Relations?,Option A related to Ureteric Relations,Option B related to Ureteric Relations,Option C related to Ureteric Relations,Correct option for Ureteric Relations,D,This is the correct explanation for the question about Ureteric Relations in Anatomy.,EASY,Schwartz's Principles of Surgery
Forensic Medicine,Forensic Toxicology,2,Which type of injury is most commonly associated with Forensic Toxicology?,Option A related to Forensic Toxicology,Option B related to Forensic Toxicology,Option C related to Forensic Toxicology,Correct option for Forensic Toxicology,D,This is the correct explanation for the question about Forensic Toxicology in Forensic Medicine.,MEDIUM,Robbins Basic Pathology
Forensic Medicine,DNA Analysis,2,Which forensic technique is used to analyze DNA Analysis?,Option A related to DNA Analysis,Option B related to DNA Analysis,Option C related to DNA Analysis,Correct option for DNA Analysis,D,This is the correct explanation for the question about DNA Analysis in Forensic Medicine.,MEDIUM,Goodman & Gilman's Pharmacological Basis of Therapeutics
Obstetrics,Gestational Diabetes,1,What is the recommended timing for Gestational Diabetes in obstetric practice?,Option A related to Gestational Diabetes,Option B related to Gestational Diabetes,Option C related to Gestational Diabetes,Correct option for Gestational Diabetes,D,This is the correct explanation for the question about Gestational Diabetes in Obstetrics.,HARD,Goodman & Gilman's Pharmacological Basis of Therapeutics
Anatomy,Placenta,1,Which anatomical landmark is crucial for identifying Placenta?,Option A related to Placenta,Option B related to Placenta,Option C related to Placenta,Correct option for Placenta,D,This is the correct explanation for the question about Placenta in Anatomy.,HARD,Lehninger Principles of Biochemistry
Forensic Medicine,Forensic Serology,1,What is the most reliable method for estimating Forensic Serology?,Option A related to Forensic Serology,Option B related to Forensic Serology,Option C related to Forensic Serology,Correct option for Forensic Serology,D,This is the correct explanation for the question about Forensic Serology in Forensic Medicine.,MEDIUM,Forensic Medicine: A Guide to Principles
Biochemistry,Nucleic Acid Metabolism,2,What is the biochemical basis for Nucleic Acid Metabolism?,Option A related to Nucleic Acid Metabolism,Option B related to Nucleic Acid Metabolism,Option C related to Nucleic Acid Metabolism,Correct option for Nucleic Acid Metabolism,D,This is the correct explanation for the question about Nucleic Acid Metabolism in Biochemistry.,HARD,Goodman & Gilman's Pharmacological Basis of Therapeutics
Physiology,Cardiovascular System,1,What is the role of Cardiovascular System in maintaining homeostasis?,Option A related to Cardiovascular System,Option B related to Cardiovascular System,Option C related to Cardiovascular System,Correct option for Cardiovascular System,D,This is the correct explanation for the question about Cardiovascular System in Physiology.,MEDIUM,Schwartz's Principles of Surgery
Biochemistry,Nucleic Acid Metabolism,1,Which cofactor is required for the activity of Nucleic Acid Metabolism?,Option A related to Nucleic Acid Metabolism,Option B related to Nucleic Acid Metabolism,Option C related to Nucleic Acid Metabolism,Correct option for Nucleic Acid Metabolism,D,This is the correct explanation for the question about Nucleic Acid Metabolism in Biochemistry.,HARD,Dewhurst's Textbook of Obstetrics & Gynaecology
Biochemistry,Hormone Biochemistry,1,What is the primary regulatory enzyme in the Hormone Biochemistry pathway?,Option A related to Hormone Biochemistry,Option B related to Hormone Biochemistry,Option C related to Hormone Biochemistry,Correct option for Hormone Biochemistry,D,This is the correct explanation for the question about Hormone Biochemistry in Biochemistry.,MEDIUM,"Jawetz, Melnick, & Adelberg's Medical Microbiology"
Pharmacology,Tocolytics,1,What is the primary metabolic pathway for Tocolytics?,Option A related to Tocolytics,Option B related to Tocolytics,Option C related to Tocolytics,Correct option for Tocolytics,D,This is the correct explanation for the question about Tocolytics in Pharmacology.,MEDIUM,Forensic Medicine: A Guide to Principles
Obstetrics,Umbilical Cord Prolapse,1,What is the recommended management for Umbilical Cord Prolapse in Obstetrics?,Option A related to Umbilical Cord Prolapse,Option B related to Umbilical Cord Prolapse,Option C related to Umbilical Cord Prolapse,Correct option for Umbilical Cord Prolapse,D,This is the correct explanation for the question about Umbilical Cord Prolapse in Obstetrics.,EASY,Gray's Anatomy
Microbiology,Diagnostic Microbiology,1,What is the reservoir for Diagnostic Microbiology?,Option A related to Diagnostic Microbiology,Option B related to Diagnostic Microbiology,Option C related to Diagnostic Microbiology,Correct option for Diagnostic Microbiology,D,This is the correct explanation for the question about Diagnostic Microbiology in Microbiology.,MEDIUM,Forensic Medicine: A Guide to Principles
Microbiology,Fungal Infections,2,Which antibiotic resistance mechanism is most common in Fungal Infections?,Option A related to Fungal Infections,Option B related to Fungal Infections,Option C related to Fungal Infections,Correct option for Fungal Infections,D,This is the correct explanation for the question about Fungal Infections in Microbiology.,MEDIUM,Goodman & Gilman's Pharmacological Basis of Therapeutics
Microbiology,Infection Control,2,What is the reservoir for Infection Control?,Option A related to Infection Control,Option B related to Infection Control,Option C related to Infection Control,Correct option for Infection Control,D,This is the correct explanation for the question about Infection Control in Microbiology.,EASY,Park's Textbook of Preventive and Social Medicine
Biochemistry,Genetic Biochemistry,2,What is the primary regulatory enzyme in the Genetic Biochemistry pathway?,Option A related to Genetic Biochemistry,Option B related to Genetic Biochemistry,Option C related to Genetic Biochemistry,Correct option for Genetic Biochemistry,D,This is the correct explanation for the question about Genetic Biochemistry in Biochemistry.,HARD,Goodman & Gilman's Pharmacological Basis of Therapeutics
Physiology,Cardiovascular System,2,Which hormone is antagonistic to Cardiovascular System?,Option A related to Cardiovascular System,Option B related to Cardiovascular System,Option C related to Cardiovascular System,Correct option for Cardiovascular System,D,This is the correct explanation for the question about Cardiovascular System in Physiology.,HARD,Dewhurst's Textbook of Obstetrics & Gynaecology
Pathology,Infectious Diseases,2,What is the most common type of Infectious Diseases?,Option A related to Infectious Diseases,Option B related to Infectious Diseases,Option C related to Infectious Diseases,Correct option for Infectious Diseases,D,This is the correct explanation for the question about Infectious Diseases in Pathology.,HARD,Forensic Medicine: A Guide to Principles
Pathology,Autoimmune Diseases,1,Which histological feature is characteristic of Autoimmune Diseases?,Option A related to Autoimmune Diseases,Option B related to Autoimmune Diseases,Option C related to Autoimmune Diseases,Correct option for Autoimmune Diseases,D,This is the correct explanation for the question about Autoimmune Diseases in Pathology.,MEDIUM,Forensic Medicine: A Guide to Principles
Forensic Medicine,Forensic Pathology,2,What is the most reliable method for estimating Forensic Pathology?,Option A related to Forensic Pathology,Option B related to Forensic Pathology,Option C related to Forensic Pathology,Correct option for Forensic Pathology,D,This is the correct explanation for the question about Forensic Pathology in Forensic Medicine.,HARD,Dewhurst's Textbook of Obstetrics & Gynaecology
Anatomy,Pelvic Bones,1,What is the embryological origin of Pelvic Bones?,Option A related to Pelvic Bones,Option B related to Pelvic Bones,Option C related to Pelvic Bones,Correct option for Pelvic Bones,D,This is the correct explanation for the question about Pelvic Bones in Anatomy.,EASY,Schwartz's Principles of Surgery
Forensic Medicine,Forensic Serology,1,Which type of injury is most commonly associated with Forensic Serology?,Option A related to Forensic Serology,Option B related to Forensic Serology,Option C related to Forensic Serology,Correct option for Forensic Serology,D,This is the correct explanation for the question about Forensic Serology in Forensic Medicine.,HARD,Dewhurst's Textbook of Obstetrics & Gynaecology
Community Medicine,Infectious Disease Control,2,What is the primary risk factor for Infectious Disease Control in community settings?,Option A related to Infectious Disease Control,Option B related to Infectious Disease Control,Option C related to Infectious Disease Control,Correct option for Infectious Disease Control,D,This is the correct explanation for the question about Infectious Disease Control in Community Medicine.,HARD,Gray's Anatomy
Pharmacology,Antidiabetics,2,Which drug interaction is most significant with Antidiabetics?,Option A related to Antidiabetics,Option B related to Antidiabetics,Option C related to Antidiabetics,Correct option for Antidiabetics,D,This is the correct explanation for the question about Antidiabetics in Pharmacology.,EASY,Forensic Medicine: A Guide to Principles
